log_S5,log_S3,log_S7,log_max_rng,log_p99_rng,log_n_cyc,mean_stress,filename,damage
23.047457194358923,15.847216116576863,31.20366913810819,4.382157701084304,1.9663756703140984,12.013918910902708,-1.4930112689567745,train43.csv,0.435326638
21.928501428437304,15.065017543548091,29.52330425727254,4.139264612230704,1.6519160643682516,12.064831609835599,-0.45580038968139913,train44.csv,0.141935868
22.211578083480944,15.314484196257416,30.053452781427488,4.22895425452251,1.6949850150303807,12.051162927706446,-2.9242230493770482,train45.csv,0.187610341
21.52406036438289,14.926416796264293,29.07067284821665,4.083181654828393,1.6111619041060967,12.05347492590244,-1.6933460006065306,train46.csv,0.094676808
21.25597002047744,14.645254619960296,28.702880009090247,3.978577268592005,1.4443393998473604,12.111179378805511,-1.2510206092100924,train47.csv,0.072398903
21.889286770420128,14.31308276710973,29.985429972037583,4.162899148787357,1.2452277884846468,12.041757987028676,-2.3255722463398922,train48.csv,0.132467063
23.14917431688508,15.784370260245497,31.275068504541874,4.306167611093289,1.8784768011851256,11.97416896104645,4.062421843863922,train49.csv,0.476568618
20.661072637510138,14.133715101926297,27.949269967683005,3.9450021071109567,1.0748298484118708,12.038987424018625,3.5309004626163,train50.csv,0.040152677
21.842759341820052,15.137674218465811,29.52253906812474,4.097312270881941,1.7703766471414564,12.048081684586926,2.0995283267316616,train51.csv,0.131487919
23.383469968605745,15.941932993105942,31.559729643178905,4.436303244547149,1.7555636532568324,12.018842059143038,-7.775176668436243,train52.csv,0.616000631
20.7648364555436,14.420319667748917,28.066049123925517,3.892035948325835,1.3907735948574547,12.098075323217843,2.5363122031747185,train53.csv,0.043912869
23.71767722937911,15.511855245310512,32.472571929656844,4.503936067254478,1.6338235038495137,12.022801638150627,-4.209542991743076,train54.csv,0.832608215
20.895461313892852,14.352530075339553,28.368364049026106,4.041926635672806,1.394997454099129,12.03170735355263,-3.014559531711785,train55.csv,0.055313708
20.52785467497661,14.62445770115205,27.85038741114751,4.011164871302031,1.6522577872122375,12.03875398041414,0.11534261121176699,train56.csv,0.0400505
23.54208376627933,16.03103090572181,31.79899570603455,4.471274749964953,1.8092052923568624,12.020649283107131,-4.067409889033416,train57.csv,0.728839308
20.44694192122068,14.22721355981712,27.519867429213715,3.7790021567396,1.3960506384924345,12.053463277271737,-2.761433284796121,train58.csv,0.031759612
21.459363621938806,14.417470063591164,29.31314372581443,4.124728622549999,1.2777410500220163,12.079945204456813,-4.154333143963454,train59.csv,0.09153768
20.592168040168126,14.324747829927524,27.803984793959913,3.9032506606768305,1.4473437632926094,12.054109571148327,-0.42806897852297093,train60.csv,0.038279074
21.58379128055986,14.427493960250363,29.49940055129589,4.180346753766469,1.3628744944946478,12.054292902808909,-0.24548114599656642,train61.csv,0.103184684
20.72138123338306,14.387195648341892,27.99102464050423,3.9626988572372537,1.4483431448068027,12.072112589614097,-1.9488814011105904,train62.csv,0.046122257
20.44946617369525,14.51397533586385,27.06880361734756,3.622209142324478,1.394997407010731,12.072426960660255,2.464869956612013,train63.csv,0.03208265
22.580851357563628,15.541538087208735,30.717020601364652,4.374315341429136,1.9414301287336049,12.014954512052665,4.528399209182491,train64.csv,0.280285955
