log_S5,log_S3,log_S7,log_max_rng,log_p99_rng,log_n_cyc,mean_stress,filename,damage
21.617140854507127,14.998860708994137,29.230977810815947,4.07303546076332,1.5845360368097579,12.09607919214862,5.856656781957907,train01.csv,0.103662995
21.96462878630197,14.680625251295677,29.940593292609655,4.142308798105061,1.4688411709110833,12.018646080326214,-7.708126244294665,train02.csv,0.149208849
21.697464246376267,14.769976347770193,29.44860586411689,4.060863491097598,1.541744550147768,12.061618964140104,1.944354584720299,train03.csv,0.111297606
23.787399472818922,16.280744531884817,32.227301394530116,4.528152199230592,2.059280919168065,12.05445583607355,-2.5493127390778207,train04.csv,0.894736481
21.018952104288246,14.024340353660085,28.539643879805766,3.887601698031192,0.9979263855199257,12.080109682805594,3.1364875542856607,train05.csv,0.054740135
23.12493904970304,15.60312091026991,31.505337362258288,4.441324588620241,1.8732649511408956,12.011820197868254,-6.773282023976298,train06.csv,0.467359393
20.323954166234532,13.834294827705236,27.571090148583558,3.8209464093482657,1.1132689777179732,12.089055566454139,0.02988824782248736,train07.csv,0.028737481
21.344798206713538,14.566892241106745,29.05021809647673,3.9988423856542434,1.4665751822344792,12.091853563938024,1.3468219181807162,train08.csv,0.078418334
20.50073485656534,14.543402252873182,27.455088262573312,3.835739622629732,1.4681264840653079,12.096999691738025,3.962545116799763,train09.csv,0.033628754
23.543861180778983,15.388958189953847,32.247224726030346,4.483305873238988,1.588843291593814,12.041516347889033,-3.1976485349766675,train10.csv,0.716510036
21.01998325994314,14.76210305132131,28.026949351786772,3.818615061225926,1.3639621763391019,12.119212166245822,7.935656482520425,train11.csv,0.056409053
20.833275614610148,14.409817564782067,28.355451327051775,4.0719399767668385,1.4463432878439362,12.063223693239134,-1.386850335752046,train12.csv,0.054978382
20.29674754418751,14.15064262635379,27.354164654987805,3.723892964001541,1.3069317300688992,12.105627805893441,0.02848007896285525,train13.csv,0.028620288
20.5595742171656,14.565138450845232,27.227130972782778,3.654628763910285,1.4220259428852418,12.04405359107405,-2.957104530504342,train14.csv,0.035544524
20.915614377472604,14.356005284956574,28.394397134864576,4.012754608180007,1.246450981466307,12.077452032408729,-4.121765738274216,train15.csv,0.051323979
23.368589026386122,15.925236749587132,31.557453292635905,4.4311552772673135,1.7744869431347485,12.001373569248596,-6.215745418375814,train16.csv,0.61202604
23.006793770273777,15.470545703502355,31.271499011984243,4.36240824640465,1.5914441309894165,12.024649684877748,-6.17323917627794,train17.csv,0.423558906
22.91057893126972,15.60923917566221,30.98938455033355,4.272939963290031,1.8447768606724237,11.986924228030459,3.8668984590531945,train18.csv,0.375658256
20.520211205366312,14.655532225368706,27.122579887264074,3.650108583766207,1.4710603612031619,12.104056531122737,0.007125771242794792,train19.csv,0.033974091
21.698765016348617,14.818857906709145,29.525770890901267,4.140415731686074,1.419972498548801,12.122470903667997,-8.258513174732915,train20.csv,0.115031186
20.89064222395833,14.334375904907695,28.37470745674226,4.053287470624249,1.3683006153106887,12.01212375249524,0.05987712026762177,train21.csv,0.056276601
21.390576555775468,14.896043064894892,28.607447275103933,3.9363255126690264,1.336412294008853,12.122120221533288,-4.075291758071237,train22.csv,0.080670606
23.616762446341763,16.026894722708093,32.07989998092581,4.533145258174924,2.0040982156367666,12.004718105188292,4.8991771383807325,train23.csv,0.789624017
21.04690038650601,14.579241626986297,28.225665050556735,3.931917099129382,1.2765555245884417,12.067485637649076,-4.571999211458788,train24.csv,0.060708901
20.998785080519188,14.410566328271067,28.4693379305886,3.9243863039200577,1.417914992640519,12.062643863508203,-0.5993995525048204,train25.csv,0.057598512
20.344671677662287,14.493985203705096,26.932562832743834,3.660004171969298,1.3960505642205947,12.0845996854684,-1.458554394897478,train26.csv,0.028622651
23.462136119792127,15.866622038892833,31.920607710692483,4.51548979215794,1.9104486556872449,11.999202215814806,2.929318851681569,train27.csv,0.672913029
22.09831766951911,14.578955947958324,30.13139793321181,4.12836540122721,1.3092305301010636,12.022630461067516,0.2017803742659147,train28.csv,0.159309086
20.829228137545805,13.960946140043893,28.418709538167946,3.9481238568701484,1.1807707258374867,12.08056894459288,2.5165007904291503,train29.csv,0.045191049
21.502232754395664,14.98862961788398,28.985575320038297,4.054541874421088,1.6111618256414828,12.080566110290452,-10.0498026728325,train30.csv,0.09275185
23.797118060999523,15.819564760891941,32.53884254099894,4.55685110634092,1.862099100094007,11.982388323025576,-13.676321808397224,train31.csv,0.928338975
21.0668597380848,14.48584035462421,28.51223576603185,3.9916979531785985,1.4179150255337933,12.077818731059038,-2.6512262698091154,train32.csv,0.05965584
20.347026611043656,14.593670648300822,26.88083262429355,3.6331703718383515,1.5888434622729228,12.068131544416952,-4.941756234496398,train33.csv,0.028831268
23.498749719504428,15.941562887782247,31.92380589860556,4.509565900939059,1.975026551094481,11.986893102144924,2.7381701764656436,train34.csv,0.700103573
20.355410789618638,14.50318780429883,26.944091471672206,3.625272365724838,1.396050590027584,12.08589737576211,1.3873018939467052,train35.csv,0.028827561
22.83460941317873,15.499543919357539,31.062410845617627,4.341209470871125,1.879126285937336,11.98630775510772,5.8131217307053555,train36.csv,0.332861874
23.197298220133273,15.871545902930281,31.577914653244893,4.487810433234859,2.0171928397041974,12.004375590207559,5.432493267746429,train37.csv,0.50786784
20.592765701519802,13.660790798587655,28.12498607283031,3.8764734620770747,0.8274473497874942,12.085778960830414,-1.4056353658251897,train38.csv,0.035914277
23.272066192073403,15.603327500283934,31.64357894046333,4.408329425840427,1.5905780157141776,12.04119800233994,-7.662242829824227,train39.csv,0.542141961
22.18063739167359,14.835572517923831,30.395794842468028,4.2761947162565646,1.5425719039981582,12.045895090521705,2.068980389427914,train40.csv,0.178849028
21.763737356469186,15.319327769999656,29.380568789190153,4.178850081337427,1.9279164023734057,12.014736579865035,1.8566112726809954,train41.csv,0.132170551
21.85179935915966,15.26345210165971,29.430135764451883,4.11471088682025,1.8454485733368358,12.026159186938939,0.8047453945614403,train42.csv,0.132121434
